Education|Income|Customer_For|Age|AmountSpent|Children|Family_Size|Is_Parent|TotalAcceptedCmp|NumTotalPurchases
1|42014.0|58838400000000000|47|436|1|3|1|1|20
0|54108.0|51926400000000000|51|747|2|4|1|0|32
0|49667.0|58579200000000000|69|1396|0|1|0|2|22
0|63206.0|8726400000000000|50|928|0|2|0|1|14
0|57136.0|30672000000000000|52|642|2|4|1|0|26
0|46772.0|51753600000000000|49|1048|1|3|1|1|30
0|78931.0|21340800000000000|53|943|0|2|0|0|24
1|53977.0|33350400000000000|66|907|1|3|1|0|27
1|84219.0|12700800000000000|36|1198|0|2|0|0|18
0|46098.0|58752000000000000|49|120|2|3|1|0|11
1|73538.0|50198400000000000|59|1658|1|3|1|0|26
1|79529.0|5443200000000000|38|1638|0|2|0|0|22
0|20981.0|36720000000000000|47|73|0|2|0|1|7
1|51766.0|9504000000000000|44|275|1|2|1|0|12
1|55759.0|49939200000000000|62|854|1|3|1|0|26
1|33039.0|25315200000000000|46|78|1|3|1|0|7
0|37787.0|24364800000000000|52|106|1|3|1|0|7
1|27242.0|51408000000000000|54|106|1|2|1|1|7
0|87188.0|33782400000000000|41|1923|0|1|0|1|19
1|69930.0|34473600000000000|53|1662|0|2|0|0|22
1|37697.0|12268800000000000|48|84|1|2|1|0|7
0|37401.0|4665600000000000|51|48|1|3|1|0|7
1|3502.0|38188800000000000|51|5|1|2|1|0|0
1|58597.0|50630400000000000|48|733|2|4|1|0|32
0|82032.0|7344000000000000|76|1234|0|1|0|0|17
1|28087.0|48816000000000000|66|112|2|4|1|0|9
0|74004.0|10800000000000000|37|1658|0|1|0|3|15
1|19740.0|39916800000000000|64|55|1|3|1|0|7
0|57036.0|48816000000000000|49|1513|1|3|1|1|26
0|53083.0|35424000000000000|66|271|2|4|1|1|17
0|69283.0|1296000000000000|49|904|1|3|1|0|27
0|46098.0|58752000000000000|49|120|2|3|1|1|11
0|23331.0|57283200000000000|36|103|1|3|1|0|8
0|23331.0|54604800000000000|36|269|1|2|1|0|17
1|9255.0|16502400000000000|35|22|1|2|1|0|5
0|67786.0|17625600000000000|65|1156|0|1|0|1|16
0|71969.0|53654400000000000|53|1086|1|3|1|1|19
0|59235.0|46051200000000000|57|1128|1|2|1|0|28
1|31928.0|8035200000000000|35|72|1|3|1|0|9
0|74881.0|41299200000000000|63|964|2|4|1|0|27
1|65819.0|49852800000000000|46|1383|0|2|0|0|20
0|51411.0|34473600000000000|71|18|3|4|1|0|4
1|51983.0|57628800000000000|60|793|1|2|1|0|24
0|42386.0|45964800000000000|38|100|1|3|1|0|7
0|30390.0|25920000000000000|37|80|0|2|0|0|6
1|30983.0|51580800000000000|61|167|0|1|0|1|8
1|66033.0|45360000000000000|67|677|1|2|1|0|20
0|37284.0|39484800000000000|49|23|2|4|1|0|4
0|57530.0|22464000000000000|73|92|1|2|1|0|7
0|76800.0|9763200000000000|59|641|0|2|0|0|16
1|63943.0|57456000000000000|68|1106|1|3|1|0|17
1|76081.0|3196800000000000|62|1033|0|2|0|1|14
1|67445.0|59270400000000000|50|1174|1|3|1|0|32
0|37054.0|24796800000000000|57|25|2|4|1|0|6
0|47175.0|52617600000000000|62|240|2|4|1|2|17
1|31859.0|32832000000000000|48|20|1|2|1|0|4
1|27215.0|45100800000000000|63|102|3|4|1|0|11
0|70179.0|29635200000000000|48|1034|1|2|1|0|26
1|39922.0|43200000000000000|41|156|1|3|1|0|9
0|49681.0|20476800000000000|48|458|2|4|1|0|21
1|24645.0|52272000000000000|36|17|1|3|1|0|4
1|79865.0|950400000000000|70|792|1|2|1|0|21
1|44322.0|1123200000000000|39|92|1|3|1|0|8
1|47958.0|45446400000000000|72|407|1|2|1|0|16
0|63972.0|49593600000000000|60|1269|1|2|1|1|23
1|75315.0|6480000000000000|70|841|1|3|1|0|23
0|55517.0|55296000000000000|74|633|2|4|1|1|23
0|75283.0|39657600000000000|67|1019|3|5|1|0|25
0|82800.0|50284800000000000|78|1315|0|1|0|3|26
1|38998.0|52099200000000000|70|54|2|4|1|0|8
0|90638.0|11750400000000000|33|2525|0|1|0|2|18
0|27161.0|21081600000000000|38|52|1|3|1|0|5
1|42014.0|58838400000000000|47|436|1|3|1|1|20
0|38201.0|39484800000000000|64|268|1|3|1|0|15
1|45203.0|8467200000000000|42|147|2|4|1|1|8
0|81574.0|5356800000000000|77|1798|0|2|0|2|18
1|34935.0|32227200000000000|32|137|0|2|0|0|8
0|60482.0|45100800000000000|48|507|1|2|1|0|17
1|34633.0|13564800000000000|68|15|3|5|1|0|4
0|78093.0|17280000000000000|77|1105|0|2|0|0|17
1|82460.0|18057600000000000|74|974|0|1|0|0|15
0|45903.0|5788800000000000|58|66|1|3|1|0|8
1|81361.0|10713600000000000|37|778|0|1|0|1|27
0|35860.0|3542400000000000|51|49|2|3|1|2|6
0|40442.0|58665600000000000|72|169|2|4|1|1|12
1|61482.0|172800000000000|59|299|0|2|0|0|12
1|34968.0|38448000000000000|44|221|1|3|1|0|17
1|75794.0|16156800000000000|37|1682|0|2|0|1|25
0|31497.0|49248000000000000|62|155|1|3|1|0|10
1|74268.0|43200000000000000|69|892|0|2|0|0|13
1|13724.0|57628800000000000|36|58|1|3|1|1|5
0|45143.0|26524800000000000|59|311|1|3|1|0|15
0|52569.0|7344000000000000|57|95|1|2|1|0|7
0|48432.0|53481600000000000|51|424|1|2|1|1|19
0|17144.0|11577600000000000|64|47|2|4|1|0|12
1|36108.0|22204800000000000|40|339|1|2|1|1|15
1|76445.0|55209600000000000|53|1410|1|3|1|0|21
0|36663.0|5616000000000000|49|35|1|3|1|0|6
0|53843.0|31708800000000000|59|562|1|3|1|0|20
0|90226.0|55382400000000000|68|2352|0|2|0|1|24
0|70638.0|33955200000000000|69|1334|0|1|0|1|20
1|44512.0|26179200000000000|64|32|2|4|1|0|6
1|27116.0|10281600000000000|63|41|2|4|1|0|7
0|54072.0|29116800000000000|61|39|2|4|1|0|5
1|71855.0|45705600000000000|47|1141|1|3|1|0|25
0|51250.0|39398400000000000|34|710|1|2|1|1|24
0|60432.0|9676800000000000|51|401|1|3|1|0|19
0|65526.0|6825600000000000|60|506|1|3|1|0|17
1|68655.0|59443200000000000|36|1538|0|1|0|0|21
0|12393.0|49420800000000000|46|57|0|2|0|0|6
1|64509.0|27302400000000000|34|1722|0|1|0|2|19
1|33955.0|27993600000000000|49|270|1|2|1|0|15
1|31353.0|15724800000000000|47|31|2|4|1|1|6
1|55434.0|23068800000000000|40|882|1|3|1|0|24
1|28359.0|21168000000000000|41|16|1|3|1|0|4
1|57100.0|3628800000000000|37|311|1|2|1|0|14
1|69139.0|13219200000000000|59|227|1|3|1|0|11
0|52973.0|51667200000000000|68|1152|1|3|1|0|31
0|51717.0|27043200000000000|59|122|1|3|1|1|8
1|18793.0|46051200000000000|53|77|1|3|1|0|9
0|66664.0|55468800000000000|42|1289|0|2|0|0|19
1|50664.0|45705600000000000|65|561|2|3|1|0|24
1|54414.0|45100800000000000|61|211|2|4|1|0|13
0|54549.0|10195200000000000|72|233|1|3|1|0|12
0|47111.0|56937600000000000|53|1092|1|2|1|0|21
0|41003.0|40521600000000000|61|601|0|1|0|0|17
1|19444.0|10972800000000000|42|54|1|3|1|1|10
0|36301.0|21340800000000000|48|78|1|3|1|0|7
0|73059.0|26092800000000000|77|1095|1|3|1|0|26
0|42731.0|21686400000000000|55|244|1|3|1|0|13
0|52854.0|8380800000000000|65|116|2|4|1|0|9
1|22775.0|32400000000000000|46|15|1|3|1|0|4
0|46681.0|22809600000000000|76|425|2|4|1|0|16
0|59821.0|38275200000000000|69|734|1|3|1|0|26
1|50002.0|32572800000000000|70|638|1|2|1|0|19
1|69755.0|23328000000000000|79|894|0|2|0|0|22
1|44078.0|864000000000000|55|41|2|4|1|0|7
0|30560.0|31708800000000000|48|31|1|3|1|0|5
0|35924.0|8467200000000000|55|34|2|4|1|0|5
0|64140.0|24105600000000000|60|1750|2|3|1|4|18
1|56386.0|52704000000000000|43|612|2|4|1|0|25
1|24594.0|17366400000000000|45|29|1|3|1|0|5
0|75774.0|5011200000000000|43|823|1|3|1|0|21
0|39228.0|35856000000000000|64|20|0|1|0|0|4
0|58494.0|17193600000000000|50|396|1|3|1|0|16
1|58684.0|1123200000000000|43|813|0|1|0|1|21
1|57136.0|35164800000000000|57|1179|0|1|0|1|20
0|56551.0|4579200000000000|74|138|2|3|1|0|10
1|22448.0|10627200000000000|42|55|1|3|1|0|9
1|82014.0|58579200000000000|63|1511|0|1|0|1|22
1|34213.0|57024000000000000|61|117|2|3|1|1|9
0|25358.0|29548800000000000|77|32|1|2|1|0|6
0|35544.0|9763200000000000|46|67|1|2|1|0|6
0|36634.0|34300800000000000|70|335|1|3|1|0|15
0|62670.0|12700800000000000|70|825|1|3|1|0|22
0|50334.0|29376000000000000|52|694|1|3|1|0|23
1|72066.0|518400000000000|43|1792|0|1|0|3|17
0|50729.0|36547200000000000|66|496|2|3|1|0|24
1|34916.0|35424000000000000|56|231|2|4|1|0|13
1|64892.0|2678400000000000|48|902|1|2|1|0|24
1|43602.0|14688000000000000|58|68|2|3|1|0|9
0|33996.0|25142400000000000|35|71|0|1|0|0|6
0|41473.0|32400000000000000|39|76|1|2|1|0|6
0|63246.0|27043200000000000|57|772|2|4|1|0|22
0|36732.0|15724800000000000|65|47|2|4|1|0|9
0|69084.0|19180800000000000|54|1586|1|3|1|0|25
0|77766.0|42508800000000000|57|1529|1|3|1|2|34
0|37929.0|28857600000000000|39|265|0|1|0|3|13
1|86610.0|25660800000000000|73|1603|0|2|0|0|18
0|80141.0|46137600000000000|38|2091|0|2|0|2|22
0|72635.0|33782400000000000|69|981|0|2|0|1|21
1|69016.0|50457600000000000|54|1533|1|3|1|0|34
0|20193.0|49939200000000000|33|82|0|2|0|0|7
1|27573.0|39830400000000000|49|244|1|3|1|0|14
1|15862.0|31708800000000000|45|36|1|2|1|0|5
0|49544.0|43372800000000000|48|404|1|3|1|0|16
1|33228.0|13564800000000000|44|71|1|3|1|0|6
1|70440.0|22809600000000000|46|1572|0|2|0|1|23
1|38232.0|14083200000000000|53|122|2|4|1|0|11
0|22554.0|52099200000000000|69|41|2|4|1|0|10
0|23536.0|2160000000000000|41|10|1|3|1|0|4
1|49413.0|21340800000000000|72|304|1|3|1|0|13
1|42231.0|8294400000000000|55|37|2|4|1|0|5
0|78789.0|59616000000000000|44|1754|0|1|0|1|16
1|56534.0|29462400000000000|56|815|1|3|1|3|25
1|58350.0|46742400000000000|53|1001|1|2|1|0|27
1|81217.0|29808000000000000|35|1157|0|1|0|0|22
1|49090.0|29808000000000000|73|688|1|2|1|0|21
0|61787.0|30931200000000000|37|1319|0|1|0|0|19
0|18169.0|42768000000000000|39|21|1|3|1|0|4
0|24336.0|57974400000000000|43|31|1|2|1|0|4
1|18222.0|47088000000000000|34|67|0|2|0|0|6
1|62335.0|34732800000000000|72|708|1|2|1|0|21
0|42033.0|55987200000000000|53|25|2|4|1|0|4
0|86580.0|42076800000000000|41|746|0|2|0|1|11
0|41437.0|55728000000000000|67|32|2|3|1|0|5
0|73705.0|10022400000000000|73|1695|2|3|1|0|25
1|61064.0|57628800000000000|48|1080|1|3|1|0|28
0|38452.0|7862400000000000|69|72|2|4|1|0|9
1|18358.0|19094400000000000|35|57|1|2|1|0|10
0|55012.0|8640000000000000|51|660|1|3|1|0|25
1|9722.0|54864000000000000|51|103|1|3|1|1|11
0|38175.0|24105600000000000|40|153|1|3|1|0|11
0|58656.0|55900800000000000|68|1220|1|3|1|1|32
1|52117.0|58924800000000000|59|279|1|3|1|0|13
1|64813.0|15379200000000000|46|745|1|3|1|0|20
0|54222.0|10368000000000000|51|264|1|3|1|0|12
1|83512.0|1036800000000000|38|2157|0|2|0|5|22
0|77520.0|26352000000000000|65|1526|1|3|1|4|23
1|41154.0|38534400000000000|46|69|1|3|1|0|6
1|80398.0|51494400000000000|58|1597|0|2|0|1|26
1|18746.0|2678400000000000|32|64|1|2|1|0|8
1|35196.0|51235200000000000|40|497|1|3|1|0|18
1|60230.0|34992000000000000|68|1067|1|2|1|0|17
1|22108.0|4492800000000000|47|31|2|4|1|0|7
1|44392.0|25660800000000000|50|211|2|4|1|0|14
0|55424.0|50198400000000000|48|877|1|3|1|2|25
1|17688.0|45964800000000000|45|11|1|3|1|0|4
0|92491.0|36633600000000000|41|2034|0|2|0|4|25
1|90273.0|17020800000000000|33|1991|0|1|0|4|19
0|82571.0|7603200000000000|62|1686|0|1|0|1|24
0|38513.0|13132800000000000|42|324|1|2|1|1|17
0|16653.0|6220800000000000|45|69|1|2|1|1|9
1|42586.0|52531200000000000|69|252|2|4|1|1|16
1|23529.0|46483200000000000|59|54|1|2|1|0|5
0|74881.0|41299200000000000|63|964|2|4|1|0|27
1|71107.0|42940800000000000|73|1327|1|3|1|0|28
0|46910.0|8467200000000000|60|68|2|4|1|0|7
1|18690.0|47347200000000000|65|60|0|2|0|0|5
1|37244.0|36979200000000000|69|55|2|3|1|1|5
1|82427.0|9417600000000000|58|1456|0|2|0|1|21
0|75342.0|36201600000000000|66|563|1|2|1|0|18
1|70044.0|42854400000000000|70|1504|1|2|1|0|26
1|79146.0|5702400000000000|57|564|2|3|1|0|19
1|77437.0|18576000000000000|61|1125|0|2|0|1|23
1|54984.0|3110400000000000|65|358|1|3|1|1|17
0|42403.0|17280000000000000|53|42|1|3|1|0|5
1|55761.0|5702400000000000|60|184|1|3|1|1|10
1|37292.0|37756800000000000|41|460|1|3|1|0|19
0|45576.0|2764800000000000|79|145|0|1|0|1|8
1|70321.0|45705600000000000|77|1376|0|2|0|1|25
0|58086.0|45360000000000000|55|792|1|2|1|0|23
1|81795.0|52790400000000000|72|1382|0|2|0|0|23
1|28389.0|50630400000000000|77|28|0|2|0|0|4
0|66835.0|23673600000000000|78|1033|0|2|0|0|24
1|69901.0|34214400000000000|55|882|1|2|1|0|23
0|80360.0|41731200000000000|75|2231|0|2|0|3|15
0|63342.0|53654400000000000|63|1101|1|3|1|2|19
1|44989.0|56592000000000000|50|369|1|3|1|0|16
0|31859.0|10540800000000000|44|48|1|2|1|0|5
0|51569.0|43372800000000000|75|467|1|2|1|2|19
1|30372.0|47606400000000000|53|44|2|3|1|0|8
1|16014.0|40521600000000000|45|38|2|3|1|0|10
1|41120.0|20304000000000000|56|81|2|4|1|0|9
0|39763.0|28425600000000000|53|167|1|2|1|1|10
0|38725.0|4320000000000000|69|45|2|4|1|0|7
1|77981.0|34473600000000000|52|664|1|3|1|0|21
0|62905.0|25228800000000000|60|622|1|3|1|0|20
0|13533.0|41126400000000000|45|48|1|2|1|0|7
1|59481.0|21513600000000000|49|461|1|3|1|0|16
1|72117.0|27043200000000000|47|1073|1|3|1|0|26
0|21955.0|25488000000000000|38|55|1|3|1|0|8
1|67131.0|39744000000000000|68|976|1|3|1|0|26
0|36802.0|1123200000000000|44|20|1|2|1|0|5
1|71853.0|36028800000000000|42|1149|0|2|0|0|17
1|28249.0|1209600000000000|63|43|0|2|0|0|6
0|47808.0|21772800000000000|49|224|1|3|1|1|10
0|25509.0|56073600000000000|50|101|1|2|1|1|9
0|51012.0|37756800000000000|78|209|0|2|0|0|10
1|70596.0|54604800000000000|39|968|0|1|0|0|21
0|85431.0|33350400000000000|72|1165|0|2|0|0|17
1|42664.0|8899200000000000|57|24|1|3|1|0|5
1|42586.0|52531200000000000|69|252|2|4|1|1|16
1|29760.0|57801600000000000|39|165|1|2|1|0|12
0|28973.0|53913600000000000|47|269|0|2|0|0|13
0|39435.0|28252800000000000|51|102|1|3|1|0|7
0|65370.0|28684800000000000|40|461|0|2|0|0|19
1|20194.0|48297600000000000|45|47|1|2|1|0|7
0|42473.0|11404800000000000|48|144|2|3|1|0|10
1|64590.0|53827200000000000|56|1338|0|2|0|0|24
1|71232.0|18403200000000000|65|917|1|3|1|0|25
1|34600.0|47001600000000000|53|318|2|4|1|1|17
1|46904.0|52099200000000000|57|253|2|3|1|0|14
1|49094.0|55814400000000000|51|502|1|3|1|0|20
1|36075.0|17452800000000000|41|119|1|3|1|0|7
0|60839.0|57888000000000000|45|1250|2|4|1|0|29
1|77298.0|20649600000000000|45|969|1|3|1|0|24
1|34026.0|28339200000000000|74|76|2|4|1|0|9
0|48918.0|6739200000000000|61|62|2|3|1|0|7
0|82122.0|27475200000000000|62|1382|0|2|0|1|26
1|37697.0|12268800000000000|48|84|1|2|1|0|7
1|34074.0|30326400000000000|72|255|2|4|1|1|14
0|28520.0|32832000000000000|64|43|2|4|1|0|5
1|62535.0|23241600000000000|69|398|1|2|1|0|14
0|36273.0|6393600000000000|47|76|1|2|1|0|8
1|63404.0|1987200000000000|60|902|2|4|1|1|15
0|75774.0|5011200000000000|43|823|1|3|1|0|21
1|78416.0|172800000000000|48|1179|1|3|1|0|26
1|75702.0|53827200000000000|50|1921|1|3|1|1|29
0|59385.0|36892800000000000|73|185|2|4|1|0|10
1|37070.0|40262400000000000|58|433|2|3|1|1|23
1|44689.0|14688000000000000|73|34|2|4|1|1|6
1|53977.0|33350400000000000|66|907|1|3|1|0|27
0|7144.0|17625600000000000|58|416|2|3|1|0|25
1|18701.0|33696000000000000|60|44|2|3|1|0|10
1|90369.0|5356800000000000|68|1588|0|2|0|1|17
0|63159.0|51926400000000000|50|1797|0|1|0|1|17
1|37758.0|54691200000000000|58|40|2|4|1|0|6
0|46757.0|50976000000000000|61|1143|1|2|1|0|21
0|79734.0|86400000000000|55|914|0|2|0|1|14
1|63207.0|45360000000000000|32|1502|0|2|0|1|12
1|72071.0|43200000000000000|70|1338|1|2|1|0|20
0|21840.0|29635200000000000|41|27|1|3|1|0|5
0|58582.0|23673600000000000|42|763|1|3|1|1|22
1|72282.0|29808000000000000|73|1331|0|1|0|1|22
1|50387.0|26092800000000000|68|525|2|4|1|0|19
0|32583.0|1209600000000000|63|9|2|4|1|0|4
1|62568.0|7171200000000000|62|953|1|3|1|1|16
0|44635.0|22550400000000000|53|68|2|3|1|0|7
0|33316.0|23155200000000000|53|131|2|3|1|0|10
1|63967.0|27993600000000000|56|882|1|3|1|0|23
0|52513.0|57283200000000000|46|1149|0|2|0|0|25
1|25293.0|24796800000000000|55|37|1|3|1|0|5
0|54111.0|26611200000000000|59|388|1|2|1|0|15
1|78394.0|43113600000000000|38|1428|0|2|0|1|16
0|80739.0|34732800000000000|66|1633|0|2|0|0|24
0|22669.0|34819200000000000|49|173|1|3|1|1|10
1|29236.0|22809600000000000|37|99|1|2|1|0|9
1|44911.0|40694400000000000|65|215|1|3|1|0|12
0|54693.0|42940800000000000|62|929|1|3|1|0|31
1|48186.0|8726400000000000|50|219|1|3|1|0|12
1|54809.0|25142400000000000|47|174|2|4|1|1|12
1|41580.0|48902400000000000|46|92|2|4|1|0|9
0|80336.0|25315200000000000|54|1052|0|2|0|0|25
1|47743.0|40089600000000000|67|275|1|3|1|1|14
0|62972.0|60048000000000000|69|587|1|3|1|0|16
0|57333.0|55728000000000000|70|1662|1|2|1|1|33
0|32313.0|43459200000000000|42|159|1|3|1|0|11
0|84953.0|33782400000000000|71|1024|0|1|0|4|18
0|27071.0|5788800000000000|56|35|1|2|1|0|7
0|68148.0|26092800000000000|67|1042|0|2|0|0|15
0|65735.0|17625600000000000|59|395|2|4|1|0|19
0|86836.0|56592000000000000|49|557|0|2|0|4|23
0|4023.0|518400000000000|61|9|2|4|1|0|15
1|30093.0|30758400000000000|34|69|0|2|0|0|6
0|57705.0|14601600000000000|58|486|1|3|1|0|18
1|25008.0|12700800000000000|36|34|1|2|1|0|6
0|83257.0|56073600000000000|29|1365|0|1|0|3|28
1|22280.0|35078400000000000|49|13|1|3|1|0|4
0|72159.0|52531200000000000|46|1401|0|2|0|0|21
1|64260.0|46137600000000000|63|1574|0|2|0|1|14
0|82733.0|25228800000000000|40|1323|0|1|0|1|20
0|74290.0|27734400000000000|53|1217|1|2|1|2|32
0|58217.0|50889600000000000|73|103|3|4|1|0|7
0|21024.0|31104000000000000|48|84|0|2|0|0|7
0|70116.0|44841600000000000|52|1536|0|2|0|0|23
1|54006.0|56073600000000000|39|581|1|3|1|0|18
0|69063.0|51753600000000000|58|928|1|3|1|0|14
0|11448.0|16934400000000000|49|14|0|1|0|0|4
1|61825.0|28166400000000000|45|424|1|2|1|0|15
1|70886.0|22291200000000000|53|960|1|3|1|0|14
1|69109.0|51580800000000000|42|1555|0|2|0|2|20
1|60208.0|54432000000000000|51|656|2|3|1|2|29
0|32889.0|25574400000000000|56|55|2|4|1|0|9
1|34738.0|4233600000000000|40|20|1|2|1|0|5
0|30538.0|54950400000000000|53|367|1|3|1|0|17
0|82326.0|9590400000000000|47|2257|0|2|0|4|22
0|26642.0|10368000000000000|57|42|1|2|1|0|7
1|69932.0|33004800000000000|60|1049|1|2|1|0|26
1|44503.0|6393600000000000|52|48|2|3|1|0|7
0|60200.0|46915200000000000|76|685|1|2|1|0|25
1|49638.0|6134400000000000|72|39|1|2|1|0|5
0|23830.0|12268800000000000|37|43|0|1|0|0|5
0|33051.0|58924800000000000|65|835|0|1|0|1|21
1|72905.0|13737600000000000|66|1515|0|2|0|1|20
0|69702.0|42768000000000000|73|1039|1|3|1|0|26
1|70300.0|30153600000000000|49|1596|1|2|1|0|26
0|70643.0|53740800000000000|40|1828|0|2|0|1|18
0|30396.0|5184000000000000|55|34|1|3|1|2|6
0|50616.0|6220800000000000|56|149|1|2|1|0|10
0|62772.0|35078400000000000|55|946|1|2|1|1|23
0|30298.0|3542400000000000|39|28|0|1|0|0|6
1|52413.0|52099200000000000|40|450|1|2|1|0|17
0|44155.0|13910400000000000|67|46|2|4|1|0|5
0|86979.0|20217600000000000|53|1702|0|1|0|2|16
1|76532.0|25315200000000000|49|820|2|4|1|0|25
1|42081.0|42163200000000000|42|382|1|3|1|1|15
0|67546.0|57628800000000000|36|2126|0|2|0|0|20
0|88420.0|5011200000000000|35|2069|0|2|0|3|20
1|31158.0|44755200000000000|39|72|1|3|1|0|7
1|61671.0|2246400000000000|56|732|1|2|1|2|28
1|69719.0|2937600000000000|50|801|0|1|0|0|11
1|49160.0|21772800000000000|75|236|1|2|1|0|12
1|24882.0|56851200000000000|46|80|1|3|1|1|5
0|90933.0|7776000000000000|70|1685|0|1|0|1|15
0|113734.0|2764800000000000|79|277|0|1|0|0|27
0|59292.0|32918400000000000|74|507|1|3|1|0|18
0|45759.0|42422400000000000|60|68|2|4|1|0|7
1|22148.0|6652800000000000|41|49|0|1|0|0|5
0|73395.0|8899200000000000|37|397|0|2|0|0|15
1|29819.0|21427200000000000|53|39|1|2|1|0|9
1|45688.0|13392000000000000|56|306|1|3|1|1|14
1|62820.0|35769600000000000|70|976|0|2|0|0|14
0|60491.0|25574400000000000|53|1028|1|3|1|0|28
1|33235.0|12441600000000000|38|70|1|3|1|0|7
1|35701.0|40348800000000000|65|46|0|2|0|0|5
0|31535.0|23846400000000000|44|51|1|3|1|1|5
0|92556.0|6048000000000000|64|1263|0|2|0|0|21
1|67384.0|51494400000000000|54|1490|1|2|1|1|22
0|80573.0|53827200000000000|53|1564|0|2|0|0|24
1|77870.0|58406400000000000|57|1815|1|3|1|3|18
0|52278.0|44928000000000000|61|1198|1|2|1|0|31
1|57107.0|58233600000000000|56|416|1|2|1|3|23
1|18929.0|43027200000000000|34|85|0|2|0|0|6
0|36038.0|34041600000000000|43|47|1|2|1|0|8
1|20180.0|42681600000000000|48|137|0|1|0|0|8
0|34230.0|47520000000000000|59|21|2|4|1|0|4
0|31878.0|604800000000000|47|70|1|2|1|0|6
0|70932.0|13910400000000000|52|909|1|3|1|0|22
1|91249.0|53308800000000000|68|1676|0|1|0|5|22
0|77598.0|23414400000000000|81|1735|0|1|0|1|26
1|80982.0|46396800000000000|65|1191|2|3|1|0|30
0|22701.0|25660800000000000|47|24|1|3|1|0|5
0|55212.0|50371200000000000|55|1182|1|3|1|2|20
1|70617.0|32054400000000000|54|1280|0|2|0|0|14
1|64849.0|51235200000000000|67|1336|0|1|0|1|19
0|62694.0|32572800000000000|59|749|2|4|1|0|24
0|61917.0|19094400000000000|50|91|2|4|1|0|7
0|67472.0|23673600000000000|77|414|1|3|1|0|15
0|21059.0|14947200000000000|42|44|1|3|1|0|9
0|29543.0|7689600000000000|56|63|2|4|1|0|8
1|75903.0|38620800000000000|73|901|1|3|1|0|23
0|34984.0|57110400000000000|49|38|2|4|1|0|6
0|54998.0|41126400000000000|68|455|1|2|1|1|20
0|54356.0|50716800000000000|75|775|1|2|1|1|24
0|34242.0|8467200000000000|65|15|1|3|1|0|4
1|25410.0|26092800000000000|51|38|1|3|1|0|6
0|73356.0|12355200000000000|40|1512|0|2|0|4|22
1|28320.0|45878400000000000|74|43|1|3|1|0|5
1|23763.0|59702400000000000|47|42|1|2|1|0|5
1|72570.0|5616000000000000|40|1089|0|2|0|0|23
0|34529.0|56419200000000000|48|162|1|3|1|0|9
1|70792.0|43891200000000000|73|1272|0|1|0|0|19
1|63211.0|52185600000000000|42|1173|0|2|0|1|20
0|83891.0|777600000000000|50|816|1|3|1|0|22
1|36065.0|39312000000000000|56|74|2|3|1|0|9
1|39898.0|43372800000000000|70|134|1|3|1|0|9
0|51141.0|30758400000000000|84|157|0|1|0|0|9
1|56939.0|24537600000000000|48|561|1|3|1|0|18
1|80872.0|4147200000000000|73|1336|0|1|0|0|19
0|72335.0|59184000000000000|48|2092|0|2|0|1|23
0|61798.0|18835200000000000|60|463|0|1|0|0|16
0|76842.0|4924800000000000|74|1130|0|1|0|0|17
1|29478.0|14083200000000000|48|20|1|3|1|0|5
1|46998.0|53136000000000000|68|377|1|2|1|1|18
1|96843.0|37324800000000000|34|1544|0|1|0|2|28
0|56551.0|4579200000000000|74|138|2|3|1|0|10
0|70053.0|31190400000000000|59|1012|1|3|1|0|26
0|71670.0|30672000000000000|62|1766|0|1|0|4|15
1|44359.0|1036800000000000|46|45|2|4|1|0|9
1|40887.0|36201600000000000|72|161|2|3|1|1|10
1|48877.0|15120000000000000|58|144|1|2|1|0|8
1|74485.0|26697600000000000|77|1734|0|2|0|0|26
1|64474.0|21600000000000000|52|823|1|3|1|0|22
1|77226.0|10454400000000000|61|1138|1|3|1|0|28
1|72643.0|42076800000000000|75|1429|0|1|0|2|21
0|85738.0|13564800000000000|46|1371|0|2|0|2|21
1|55686.0|43200000000000000|58|982|1|2|1|1|16
1|39062.0|8294400000000000|41|44|1|2|1|1|5
1|34600.0|47001600000000000|53|318|2|4|1|1|17
1|40794.0|38707200000000000|49|434|1|3|1|0|16
0|54690.0|20217600000000000|53|198|2|4|1|0|12
1|4428.0|23068800000000000|55|359|1|3|1|0|25
0|32632.0|60134400000000000|61|576|0|2|0|0|18
0|38236.0|24364800000000000|56|88|2|3|1|0|11
1|36781.0|6912000000000000|45|63|1|3|1|1|6
0|31385.0|49334400000000000|40|27|1|2|1|2|4
1|24570.0|42076800000000000|40|193|1|3|1|0|11
0|25509.0|56073600000000000|50|101|1|2|1|1|9
1|94642.0|11836800000000000|73|2211|0|2|0|2|21
0|58646.0|33177600000000000|62|140|1|3|1|0|8
1|53201.0|43372800000000000|49|415|2|3|1|0|22
1|21994.0|47692800000000000|67|22|1|3|1|0|4
1|57113.0|43891200000000000|46|263|2|4|1|0|16
1|51373.0|32140800000000000|33|393|0|2|0|0|12
1|23477.0|21686400000000000|38|147|1|3|1|0|10
1|58116.0|6652800000000000|68|443|1|3|1|0|16
0|72968.0|16848000000000000|61|1958|0|1|0|2|19
0|39791.0|39571200000000000|53|174|1|3|1|0|10
0|91712.0|22032000000000000|77|2217|0|1|0|2|27
1|94472.0|7516800000000000|66|1691|1|2|1|2|16
1|13672.0|37843200000000000|64|25|2|4|1|0|6
0|96547.0|3196800000000000|44|809|0|2|0|4|21
